timestamp,curr_patrol,curr_goal,pose_x,pose_y,m5
6.98,0,0,1.6082622063792757,-3.7697904449746678,-65
7.04,0,0,1.6082622063792757,-3.7697904449746678,-66
7.1,0,0,1.6082622063792757,-3.7697904449746678,-66
7.16,0,0,1.6082622063792757,-3.7697904449746678,-71
7.22,0,0,1.6082622063792757,-3.7697904449746678,-73
7.28,0,0,1.6082622063792757,-3.7697904449746678,-73
7.35,0,0,1.6082622063792757,-3.7697904449746678,-74
7.41,0,0,1.6082622063792757,-3.7697904449746678,-72
7.47,0,0,1.6082622063792757,-3.7697904449746678,-71
7.53,0,0,1.6082622063792757,-3.7697904449746678,-69
7.59,0,0,1.6082622063792757,-3.7697904449746678,-68
7.65,0,0,1.6082622063792757,-3.7697904449746678,-66
7.72,0,0,1.6082622063792757,-3.7697904449746678,-65
7.78,0,0,1.6082622063792757,-3.7697904449746678,-65
7.84,0,0,1.6082622063792757,-3.7697904449746678,-64
7.9,0,0,1.6082622063792757,-3.7697904449746678,-61
7.96,0,0,1.6082622063792757,-3.7697904449746678,-63
8.02,0,0,1.6082622063792757,-3.7697904449746678,-62
8.09,0,0,1.6082622063792757,-3.7697904449746678,-61
8.15,0,0,1.6082622063792757,-3.7697904449746678,-61
8.21,0,0,1.6082622063792757,-3.7697904449746678,-61
8.27,0,1,1.6082622063792757,-3.7697904449746678,-62
8.33,0,1,1.6082622063792757,-3.7697904449746678,-61
8.39,0,1,1.6082622063792757,-3.7697904449746678,-61
8.45,0,1,1.6082622063792757,-3.7697904449746678,-61
8.52,0,1,1.6082622063792757,-3.7697904449746678,-61
8.58,0,1,1.6082622063792757,-3.7697904449746678,-62
8.64,0,1,1.6082622063792757,-3.7697904449746678,-63
8.7,0,1,1.6082622063792757,-3.7697904449746678,-63
8.76,0,1,1.6082622063792757,-3.7697904449746678,-61
8.89,0,1,1.6082622063792757,-3.7697904449746678,-69
8.95,0,1,1.6082622063792757,-3.7697904449746678,-68
9.01,0,1,1.6082622063792757,-3.7697904449746678,-65
9.07,0,1,1.6082622063792757,-3.7697904449746678,-67
9.13,0,1,1.6082622063792757,-3.7697904449746678,-70
9.19,0,1,1.6082622063792757,-3.7697904449746678,-70
9.25,0,1,1.6082622063792757,-3.7697904449746678,-68
9.32,0,1,1.6082622063792757,-3.7697904449746678,-64
9.38,0,1,1.6082622063792757,-3.7697904449746678,-66
9.44,0,1,1.6082622063792757,-3.7697904449746678,No networks found on channel 6.
9.47,0,1,1.6082622063792757,-3.7697904449746678,-67
9.53,0,1,1.6082622063792757,-3.7697904449746678,-68
9.59,0,1,2.037774749126271,-3.71204291207608,-69
9.66,0,1,2.037774749126271,-3.71204291207608,-70
9.72,0,1,2.037774749126271,-3.71204291207608,-68
9.78,0,1,2.037774749126271,-3.71204291207608,-65
9.84,0,1,2.037774749126271,-3.71204291207608,-66
9.9,0,1,2.037774749126271,-3.71204291207608,-67
9.96,0,1,2.037774749126271,-3.71204291207608,-66
10.03,0,1,2.037774749126271,-3.71204291207608,-65
10.09,0,1,2.037774749126271,-3.71204291207608,-68
10.15,0,1,2.037774749126271,-3.71204291207608,-72
10.21,0,1,2.037774749126271,-3.71204291207608,-66
10.27,0,1,2.037774749126271,-3.71204291207608,-62
10.33,0,1,2.037774749126271,-3.71204291207608,-60
10.39,0,1,2.037774749126271,-3.71204291207608,-59
10.46,0,1,2.037774749126271,-3.71204291207608,-59
10.52,0,1,2.037774749126271,-3.71204291207608,-60
10.58,0,1,2.037774749126271,-3.71204291207608,-60
10.64,0,1,2.037774749126271,-3.71204291207608,-62
10.7,0,1,2.037774749126271,-3.71204291207608,-61
10.76,0,1,2.037774749126271,-3.71204291207608,-61
10.83,0,1,2.037774749126271,-3.71204291207608,-60
10.89,0,1,2.037774749126271,-3.71204291207608,-58
10.95,0,1,2.037774749126271,-3.71204291207608,-60
11.01,0,1,2.037774749126271,-3.71204291207608,-62
11.07,0,1,2.037774749126271,-3.71204291207608,-63
11.13,0,1,2.037774749126271,-3.71204291207608,-63
11.2,0,1,2.037774749126271,-3.71204291207608,-65
11.26,0,1,2.037774749126271,-3.71204291207608,-66
11.32,0,1,2.037774749126271,-3.71204291207608,-64
11.38,0,1,2.4622186077534303,-3.5827837704983296,-63
11.44,0,1,2.4622186077534303,-3.5827837704983296,-63
11.5,0,1,2.4622186077534303,-3.5827837704983296,-63
11.56,0,1,2.4622186077534303,-3.5827837704983296,-62
11.63,0,1,2.4622186077534303,-3.5827837704983296,-67
11.69,0,1,2.4622186077534303,-3.5827837704983296,-68
11.75,0,1,2.4622186077534303,-3.5827837704983296,-70
11.81,0,1,2.4622186077534303,-3.5827837704983296,-67
11.87,0,1,2.4622186077534303,-3.5827837704983296,-67
11.93,0,1,2.4622186077534303,-3.5827837704983296,-67
12.0,0,1,2.4622186077534303,-3.5827837704983296,-67
12.06,0,1,2.4622186077534303,-3.5827837704983296,-65
12.12,0,1,2.4622186077534303,-3.5827837704983296,-64
12.18,0,1,2.4622186077534303,-3.5827837704983296,-63
12.24,0,1,2.4622186077534303,-3.5827837704983296,-61
12.3,0,1,2.4622186077534303,-3.5827837704983296,-60
12.37,0,1,2.4622186077534303,-3.5827837704983296,-61
12.43,0,1,2.4622186077534303,-3.5827837704983296,-60
12.49,0,1,2.4622186077534303,-3.5827837704983296,-65
12.55,0,1,2.4622186077534303,-3.5827837704983296,-68
12.61,0,1,2.4622186077534303,-3.5827837704983296,-66
12.67,0,1,2.4622186077534303,-3.5827837704983296,-65
12.73,0,1,2.4622186077534303,-3.5827837704983296,-64
12.8,0,1,2.4622186077534303,-3.5827837704983296,-66
12.86,0,1,2.4622186077534303,-3.5827837704983296,-69
12.92,0,1,2.4622186077534303,-3.5827837704983296,-69
12.98,0,1,2.4622186077534303,-3.5827837704983296,-70
13.04,0,1,2.4622186077534303,-3.5827837704983296,-65
13.1,0,1,2.4622186077534303,-3.5827837704983296,-63
13.17,0,1,2.859348221178828,-3.4463723955164305,-65
13.23,0,1,2.859348221178828,-3.4463723955164305,-68
13.29,0,1,2.859348221178828,-3.4463723955164305,-66
13.35,0,1,2.859348221178828,-3.4463723955164305,-67
13.41,0,1,2.859348221178828,-3.4463723955164305,-67
13.47,0,1,2.859348221178828,-3.4463723955164305,-69
13.54,0,1,2.859348221178828,-3.4463723955164305,-69
13.6,0,1,2.859348221178828,-3.4463723955164305,-67
13.66,0,1,2.859348221178828,-3.4463723955164305,-67
13.72,0,1,2.859348221178828,-3.4463723955164305,-65
13.78,0,1,2.859348221178828,-3.4463723955164305,-67
13.84,0,1,2.859348221178828,-3.4463723955164305,-65
13.9,0,1,2.859348221178828,-3.4463723955164305,-64
13.97,0,1,2.859348221178828,-3.4463723955164305,-65
14.03,0,1,2.859348221178828,-3.4463723955164305,-64
14.09,0,1,2.859348221178828,-3.4463723955164305,-64
14.15,0,1,2.859348221178828,-3.4463723955164305,-62
14.21,0,1,2.859348221178828,-3.4463723955164305,-61
14.27,0,1,2.859348221178828,-3.4463723955164305,-62
14.34,0,1,2.859348221178828,-3.4463723955164305,-62
14.4,0,1,2.859348221178828,-3.4463723955164305,-65
14.46,0,1,2.859348221178828,-3.4463723955164305,-66
14.52,0,1,2.859348221178828,-3.4463723955164305,-63
14.58,0,1,2.859348221178828,-3.4463723955164305,-67
14.64,0,1,2.859348221178828,-3.4463723955164305,-66
14.7,0,1,2.859348221178828,-3.4463723955164305,-65
14.77,0,1,2.859348221178828,-3.4463723955164305,-66
14.83,0,1,2.859348221178828,-3.4463723955164305,-65
14.89,0,1,2.859348221178828,-3.4463723955164305,-64
14.95,0,1,3.2287330782325103,-3.3362024075735186,-63
15.01,0,1,3.2287330782325103,-3.3362024075735186,-67
15.07,0,1,3.2287330782325103,-3.3362024075735186,-66
15.14,0,1,3.2287330782325103,-3.3362024075735186,-65
15.2,0,1,3.2287330782325103,-3.3362024075735186,-67
15.26,0,1,3.2287330782325103,-3.3362024075735186,-67
15.32,0,1,3.2287330782325103,-3.3362024075735186,-68
15.38,0,1,3.2287330782325103,-3.3362024075735186,-70
15.44,0,1,3.2287330782325103,-3.3362024075735186,-69
15.51,0,1,3.2287330782325103,-3.3362024075735186,-66
15.57,0,1,3.2287330782325103,-3.3362024075735186,-62
15.63,0,1,3.2287330782325103,-3.3362024075735186,-63
15.69,0,1,3.2287330782325103,-3.3362024075735186,-62
15.75,0,1,3.2287330782325103,-3.3362024075735186,-62
15.81,0,1,3.2287330782325103,-3.3362024075735186,-64
15.87,0,1,3.2287330782325103,-3.3362024075735186,-65
15.94,0,1,3.2287330782325103,-3.3362024075735186,-65
16.0,0,1,3.2287330782325103,-3.3362024075735186,-68
16.06,0,1,3.2287330782325103,-3.3362024075735186,-71
16.12,0,1,3.2287330782325103,-3.3362024075735186,-74
16.18,0,1,3.2287330782325103,-3.3362024075735186,-72
16.24,0,1,3.2287330782325103,-3.3362024075735186,-69
16.31,0,1,3.2287330782325103,-3.3362024075735186,-71
16.37,0,1,3.2287330782325103,-3.3362024075735186,-74
16.43,0,1,3.2287330782325103,-3.3362024075735186,-72
16.49,0,1,3.2287330782325103,-3.3362024075735186,-68
16.55,0,1,3.2287330782325103,-3.3362024075735186,-66
16.61,0,1,3.2287330782325103,-3.3362024075735186,-66
16.67,0,1,3.2287330782325103,-3.3362024075735186,-69
16.74,0,1,3.5990036080510897,-3.2335915631820766,-69
16.8,0,1,3.5990036080510897,-3.2335915631820766,-67
16.86,0,1,3.5990036080510897,-3.2335915631820766,-66
16.92,0,1,3.5990036080510897,-3.2335915631820766,-68
16.98,0,1,3.5990036080510897,-3.2335915631820766,-62
17.04,0,1,3.5990036080510897,-3.2335915631820766,-62
17.11,0,1,3.5990036080510897,-3.2335915631820766,-62
17.17,0,1,3.5990036080510897,-3.2335915631820766,-60
17.23,0,1,3.5990036080510897,-3.2335915631820766,-58
17.29,0,1,3.5990036080510897,-3.2335915631820766,-63
17.35,0,1,3.5990036080510897,-3.2335915631820766,-62
17.41,0,1,3.5990036080510897,-3.2335915631820766,-66
17.48,0,1,3.5990036080510897,-3.2335915631820766,-68
17.54,0,1,3.5990036080510897,-3.2335915631820766,-67
17.6,0,1,3.5990036080510897,-3.2335915631820766,-67
17.66,0,1,3.5990036080510897,-3.2335915631820766,-70
17.72,0,1,3.5990036080510897,-3.2335915631820766,-70
17.78,0,1,3.5990036080510897,-3.2335915631820766,-65
17.84,0,1,3.5990036080510897,-3.2335915631820766,-68
17.91,0,1,3.5990036080510897,-3.2335915631820766,-67
17.97,0,1,3.5990036080510897,-3.2335915631820766,-68
18.03,0,1,3.5990036080510897,-3.2335915631820766,-67
18.09,0,1,3.5990036080510897,-3.2335915631820766,-67
18.15,0,1,3.5990036080510897,-3.2335915631820766,-68
18.21,0,1,3.5990036080510897,-3.2335915631820766,-71
18.28,0,1,3.5990036080510897,-3.2335915631820766,-66
18.34,0,1,3.5990036080510897,-3.2335915631820766,-63
18.4,0,1,3.5990036080510897,-3.2335915631820766,-62
18.46,0,1,3.5990036080510897,-3.2335915631820766,-64
18.52,0,1,3.5990036080510897,-3.2335915631820766,-64
18.58,0,1,3.5990036080510897,-3.2335915631820766,-61
18.65,0,1,3.5990036080510897,-3.2335915631820766,-62
18.71,0,1,3.5990036080510897,-3.2335915631820766,-61
18.77,0,1,3.5990036080510897,-3.2335915631820766,-61
18.83,0,1,3.5990036080510897,-3.2335915631820766,-61
18.95,0,1,3.5990036080510897,-3.2335915631820766,-66
19.01,0,1,3.5990036080510897,-3.2335915631820766,-65
19.08,0,1,3.5990036080510897,-3.2335915631820766,-67
19.14,0,1,3.5990036080510897,-3.2335915631820766,-64
19.2,0,1,3.5990036080510897,-3.2335915631820766,-65
19.26,0,1,3.5990036080510897,-3.2335915631820766,-66
19.32,0,1,3.5990036080510897,-3.2335915631820766,-64
19.38,0,1,3.5990036080510897,-3.2335915631820766,-63
19.44,0,1,3.5990036080510897,-3.2335915631820766,-66
19.51,0,1,3.9644439943137764,-3.148661622605395,-68
19.57,0,1,3.9644439943137764,-3.148661622605395,-63
19.63,0,1,3.9644439943137764,-3.148661622605395,-64
19.69,0,1,3.9644439943137764,-3.148661622605395,-64
19.75,0,1,3.9644439943137764,-3.148661622605395,-62
19.81,0,1,3.9644439943137764,-3.148661622605395,-67
19.88,0,1,3.9644439943137764,-3.148661622605395,-70
19.94,0,1,3.9644439943137764,-3.148661622605395,-70
20.0,0,1,3.9644439943137764,-3.148661622605395,-66
20.06,0,1,3.9644439943137764,-3.148661622605395,-68
20.12,0,1,3.9644439943137764,-3.148661622605395,-67
20.18,0,1,3.9644439943137764,-3.148661622605395,-64
20.25,0,1,3.9644439943137764,-3.148661622605395,-65
20.31,0,1,3.9644439943137764,-3.148661622605395,-64
20.37,0,1,3.9644439943137764,-3.148661622605395,-67
20.43,0,1,3.9644439943137764,-3.148661622605395,-64
20.49,0,1,3.9644439943137764,-3.148661622605395,-65
20.55,0,1,3.9644439943137764,-3.148661622605395,-65
20.61,0,1,3.9644439943137764,-3.148661622605395,-65
20.68,0,1,3.9644439943137764,-3.148661622605395,-67
20.74,0,1,3.9644439943137764,-3.148661622605395,-67
20.8,0,1,3.9644439943137764,-3.148661622605395,-67
20.86,0,1,3.9644439943137764,-3.148661622605395,-65
20.92,0,1,3.9644439943137764,-3.148661622605395,-63
20.98,0,1,3.9644439943137764,-3.148661622605395,-63
21.05,0,1,3.9644439943137764,-3.148661622605395,-63
21.11,0,1,3.9644439943137764,-3.148661622605395,-63
21.17,0,1,3.9644439943137764,-3.148661622605395,-62
21.23,0,1,3.9644439943137764,-3.148661622605395,-62
21.29,0,1,3.9644439943137764,-3.148661622605395,-63
21.35,0,1,3.9644439943137764,-3.148661622605395,-63
21.41,0,1,3.9644439943137764,-3.148661622605395,-66
21.48,0,1,3.9644439943137764,-3.148661622605395,-67
21.54,0,1,3.9644439943137764,-3.148661622605395,-67
21.6,0,1,3.9644439943137764,-3.148661622605395,-69
21.66,0,1,3.9644439943137764,-3.148661622605395,-67
21.72,0,1,3.9644439943137764,-3.148661622605395,-66
21.78,0,1,3.9644439943137764,-3.148661622605395,-66
21.85,0,1,3.9644439943137764,-3.148661622605395,-68
21.91,0,1,3.9644439943137764,-3.148661622605395,-68
22.03,0,1,3.9644439943137764,-3.148661622605395,-70
22.09,0,1,3.9644439943137764,-3.148661622605395,-66
22.15,0,1,3.9644439943137764,-3.148661622605395,-66
22.21,0,1,3.9644439943137764,-3.148661622605395,-66
22.28,0,1,3.9644439943137764,-3.148661622605395,-64
22.34,0,1,3.9644439943137764,-3.148661622605395,-63
22.4,0,1,3.9644439943137764,-3.148661622605395,-64
22.46,0,1,3.9644439943137764,-3.148661622605395,-62
22.52,0,1,3.9644439943137764,-3.148661622605395,-62
22.58,0,1,3.9644439943137764,-3.148661622605395,-63
22.65,0,1,3.9644439943137764,-3.148661622605395,-64
22.71,0,1,3.9644439943137764,-3.148661622605395,-64
22.83,0,1,3.9644439943137764,-3.148661622605395,-62
22.89,0,1,3.9644439943137764,-3.148661622605395,-63
22.95,0,1,3.9644439943137764,-3.148661622605395,-60
23.02,0,2,3.9644439943137764,-3.148661622605395,-61
23.08,0,2,3.9644439943137764,-3.148661622605395,-53
23.14,0,2,3.9644439943137764,-3.148661622605395,-63
23.2,0,2,3.9644439943137764,-3.148661622605395,-61
23.26,0,2,3.9644439943137764,-3.148661622605395,-64
23.32,0,2,3.9644439943137764,-3.148661622605395,-64
23.38,0,2,3.9644439943137764,-3.148661622605395,-61
23.45,0,2,3.9644439943137764,-3.148661622605395,-66
23.51,0,2,3.9644439943137764,-3.148661622605395,-67
23.57,0,2,3.9644439943137764,-3.148661622605395,-69
23.69,0,2,3.9644439943137764,-3.148661622605395,-65
23.75,0,2,3.9644439943137764,-3.148661622605395,-62
23.82,0,2,3.9644439943137764,-3.148661622605395,-60
23.88,0,2,3.9644439943137764,-3.148661622605395,-59
23.94,0,2,3.9644439943137764,-3.148661622605395,-59
24.0,0,2,3.9644439943137764,-3.148661622605395,-60
24.06,0,2,3.9644439943137764,-3.148661622605395,-62
24.12,0,2,3.9644439943137764,-3.148661622605395,-65
24.19,0,2,3.9644439943137764,-3.148661622605395,-64
24.25,0,2,3.9644439943137764,-3.148661622605395,-62
24.31,0,2,3.9644439943137764,-3.148661622605395,-60
24.37,0,2,3.9644439943137764,-3.148661622605395,-61
24.43,0,2,3.9644439943137764,-3.148661622605395,-62
24.49,0,2,3.9644439943137764,-3.148661622605395,-61
24.55,0,2,3.9644439943137764,-3.148661622605395,-61
24.68,0,2,3.9644439943137764,-3.148661622605395,-63
24.74,0,2,3.9644439943137764,-3.148661622605395,-64
24.8,0,2,3.9644439943137764,-3.148661622605395,-69
24.86,0,2,3.9644439943137764,-3.148661622605395,-69
24.92,0,2,4.250444654154838,-2.9334516659718104,-69
24.99,0,2,4.250444654154838,-2.9334516659718104,-72
25.05,0,2,4.250444654154838,-2.9334516659718104,-65
25.11,0,2,4.250444654154838,-2.9334516659718104,-64
25.17,0,2,4.250444654154838,-2.9334516659718104,-60
25.23,0,2,4.250444654154838,-2.9334516659718104,-58
25.29,0,2,4.250444654154838,-2.9334516659718104,-59
25.35,0,2,4.250444654154838,-2.9334516659718104,-62
25.48,0,2,4.250444654154838,-2.9334516659718104,-69
25.54,0,2,4.250444654154838,-2.9334516659718104,-66
25.6,0,2,4.250444654154838,-2.9334516659718104,-62
25.66,0,2,4.250444654154838,-2.9334516659718104,-61
25.72,0,2,4.250444654154838,-2.9334516659718104,-65
25.79,0,2,4.250444654154838,-2.9334516659718104,-69
25.85,0,2,4.250444654154838,-2.9334516659718104,-70
25.91,0,2,4.250444654154838,-2.9334516659718104,-65
25.97,0,2,4.250444654154838,-2.9334516659718104,-63
26.03,0,2,4.250444654154838,-2.9334516659718104,-66
26.09,0,2,4.250444654154838,-2.9334516659718104,-69
26.15,0,2,4.250444654154838,-2.9334516659718104,-67
26.22,0,2,4.250444654154838,-2.9334516659718104,-72
26.34,0,2,4.250444654154838,-2.9334516659718104,-65
26.4,0,2,4.250444654154838,-2.9334516659718104,-61
26.46,0,2,4.250444654154838,-2.9334516659718104,-60
26.52,0,2,4.250444654154838,-2.9334516659718104,-58
26.59,0,2,4.250444654154838,-2.9334516659718104,-59
26.65,0,2,4.250444654154838,-2.9334516659718104,-61
26.71,0,2,4.250444654154838,-2.9334516659718104,-60
26.77,0,2,4.250444654154838,-2.9334516659718104,-64
26.83,0,2,4.250444654154838,-2.9334516659718104,-64
26.89,0,2,4.250444654154838,-2.9334516659718104,-62
26.96,0,2,4.250444654154838,-2.9334516659718104,-60
27.02,0,2,4.250444654154838,-2.9334516659718104,-60
27.08,0,2,4.627071510728225,-2.612520085415748,-59
27.14,0,2,4.627071510728225,-2.612520085415748,-59
27.2,0,2,4.627071510728225,-2.612520085415748,-61
27.26,0,2,4.627071510728225,-2.612520085415748,-64
27.32,0,2,4.627071510728225,-2.612520085415748,-68
27.39,0,2,4.627071510728225,-2.612520085415748,-70
27.45,0,2,4.627071510728225,-2.612520085415748,-67
27.51,0,2,4.627071510728225,-2.612520085415748,-65
27.63,0,2,4.627071510728225,-2.612520085415748,-68
27.69,0,2,4.627071510728225,-2.612520085415748,-70
27.76,0,2,4.627071510728225,-2.612520085415748,-73
27.82,0,2,4.627071510728225,-2.612520085415748,-70
27.88,0,2,4.627071510728225,-2.612520085415748,-69
27.94,0,2,4.627071510728225,-2.612520085415748,-68
28.0,0,2,4.627071510728225,-2.612520085415748,-69
28.06,0,2,4.627071510728225,-2.612520085415748,-66
28.12,0,2,4.627071510728225,-2.612520085415748,-67
28.19,0,2,4.627071510728225,-2.612520085415748,-65
28.25,0,2,4.627071510728225,-2.612520085415748,-65
28.31,0,2,4.627071510728225,-2.612520085415748,-66
28.37,0,2,4.627071510728225,-2.612520085415748,-66
28.43,0,2,4.627071510728225,-2.612520085415748,-68
28.49,0,2,4.627071510728225,-2.612520085415748,-67
28.56,0,2,4.627071510728225,-2.612520085415748,-64
28.62,0,2,4.627071510728225,-2.612520085415748,-63
28.68,0,2,4.627071510728225,-2.612520085415748,-60
28.74,0,2,4.627071510728225,-2.612520085415748,-60
28.8,0,2,4.627071510728225,-2.612520085415748,-60
28.86,0,2,4.627071510728225,-2.612520085415748,-60
28.92,0,2,4.627071510728225,-2.612520085415748,-60
28.99,0,2,4.627071510728225,-2.612520085415748,-60
29.05,0,2,4.627071510728225,-2.612520085415748,-62
29.11,0,2,4.627071510728225,-2.612520085415748,-60
29.17,0,2,4.627071510728225,-2.612520085415748,-62
