timestamp,curr_patrol,curr_goal,pose_x,pose_y,pose_a,xbee
6.01,0,0,1.3845800272110498,-3.7993226089899634,-0.009711680332128237,-47
6.12,0,0,1.3845681426232987,-3.7993225005608315,-0.009827763310153987,-47
6.24,0,0,1.384602751931962,-3.799322844746795,-0.0100005536600502,-47
6.34,0,0,1.3846223308632861,-3.7993230446720023,-0.010119343430178743,-47
6.46,0,0,1.3846452016320216,-3.7993232782174204,-0.01018799029930245,-46
6.58,0,0,1.3846597397205884,-3.799323430552889,-0.01037067789524372,-46
6.69,0,0,1.384686306671709,-3.7993237073782686,-0.010521088449659764,-46
6.8,0,0,1.3847346838541468,-3.799324219766843,-0.010599274095111738,-46
6.91,0,0,1.384736779695606,-3.7993242453765372,-0.010867351797072884,-46
7.03,0,0,1.3847545896363702,-3.799324438621165,-0.010894890691012939,-46
7.14,0,0,1.3848046711322874,-3.799324987869959,-0.011035556194945478,-47
7.26,0,0,1.3848205871038781,-3.799325168416073,-0.01121501259315613,-46
7.36,0,0,1.3848479796072908,-3.799325477334599,-0.011262911468919955,-46
7.46,0,0,1.3848555975037908,-3.7993255669201234,-0.011330311925216606,-46
7.59,0,0,1.3848827414421352,-3.799325879678097,-0.011566728907437922,-46
7.7,0,0,1.3849381923733988,-3.7993265250888117,-0.011629438020284877,-46
7.81,0,0,1.3849714798195611,-3.7993269182926572,-0.011806211281138602,-46
7.93,0,0,1.3849879300746795,-3.7993271227249616,-0.011989274785686479,-47
8.04,0,0,1.3850102203549215,-3.7993273949550894,-0.012103651063038252,-47
8.14,0,0,1.3850258320665787,-3.799327588262696,-0.01229063521641106,-47
8.27,0,0,1.385049985421656,-3.799327886668571,-0.012337402911819065,-46
8.38,0,0,1.3850629191591288,-3.7993280507689065,-0.012517769680319465,-46
8.49,0,0,1.385086891982217,-3.7993283529098782,-0.012695669069967072,-46
8.61,0,0,1.3851446573714044,-3.7993290905626744,-0.012745990131479328,-46
8.72,0,0,1.3851789481734165,-3.799329534352275,-0.012948462803575223,-47
8.82,0,0,1.3851991067635532,-3.799329804327063,-0.01313429406534385,-47
8.95,0,0,1.3852217697847762,-3.7993301070752845,-0.013223673972407868,-46
9.06,0,0,1.3852426139944396,-3.7993303875314735,-0.01342231165559633,-46
9.17,0,0,1.3852585728136864,-3.799330604686755,-0.013485949786530324,-46
9.29,0,0,1.385267575617156,-3.79933072897022,-0.01359776265048792,-46
9.4,0,0,1.3852916592766662,-3.7993310587598237,-0.013771528697919214,-46
9.51,0,0,1.385337670420339,-3.7993316949064857,-0.013811649109057616,-46
9.62,0,0,1.3853846889771233,-3.799332352771545,-0.013982320520862089,-46
9.74,0,0,1.3853992586642132,-3.7993325631120403,-0.01413871547522762,-47
9.85,0,0,1.3854093804900518,-3.799332711133981,-0.014248092721047538,-46
9.96,0,0,1.385436196386444,-3.799333096504935,-0.014394095844020958,-46
10.07,0,0,1.385448159946961,-3.7993332715834467,-0.01445805930261447,-46
10.19,0,0,1.3854622723423158,-3.7993334779879566,-0.01454113565348796,-47
10.3,0,0,1.3854829959538046,-3.7993337813117,-0.014724784461460146,-47
10.41,0,0,1.38551269984779,-3.7993342195825655,-0.0148324466669989,-46
10.53,0,0,1.3855599748291545,-3.799334927021784,-0.014964413750970192,-46
10.64,0,0,1.385578714697296,-3.799335213432862,-0.015139944783871297,-46
10.74,0,0,1.3855933339017803,-3.79933544091089,-0.015277685945788025,-46
10.84,0,0,1.3856130617520266,-3.7993357466236017,-0.015455922032503289,-46
10.98,0,0,1.3856211096139108,-3.7993358754676922,-0.015587411184205159,-46
11.09,0,0,1.3856375044069,-3.7993361325012174,-0.015692287983471467,-46
11.2,0,0,1.3856543989864565,-3.799336399888108,-0.015889509868292094,-46
11.32,0,0,1.3857031785481198,-3.7993371798404687,-0.015950657951819523,-46
11.43,0,0,1.3857345928743319,-3.799337686057358,-0.016086727655498644,-46
11.53,0,0,1.385766318193221,-3.7993382061314236,-0.0163281430321273,-46
11.65,0,0,1.3857645917391812,-3.799338184326352,-0.01643976580603935,-46
11.77,0,0,1.3857921946482294,-3.7993386416203494,-0.016582243065786862,-46
11.88,0,0,1.3858120914180805,-3.79933897705196,-0.016722374145895023,-46
11.99,0,0,1.385819898046835,-3.7993391106163132,-0.016839185610243838,-47
12.09,0,0,1.3858373789510985,-3.799339406641152,-0.016988687297548006,-47
12.22,0,0,1.3858873271503163,-3.799340260445212,-0.017064619095147886,-47
12.33,0,0,1.3859027846395686,-3.7993405260466835,-0.017179404262387784,-46
12.45,0,0,1.3859370401072448,-3.799341123916283,-0.01738893115554942,-46
12.56,0,0,1.385943169349166,-3.799341235937873,-0.017466263638908488,-47
12.67,0,0,1.3859715245727164,-3.7993417356103314,-0.01762445998170896,-46
12.78,0,0,1.3859896075058544,-3.799342057732787,-0.017716607877515892,-46
12.89,0,0,1.385999571226757,-3.7993422361711087,-0.01776277141112091,-47
13.01,0,0,1.3860277051446772,-3.799342738723425,-0.017912941918882694,-46
13.12,0,0,1.3860702169488521,-3.799343504627526,-0.017978979153248708,-46
13.23,0,0,1.3861033286823397,-3.799344106475922,-0.018186676385243256,-46
13.35,0,0,1.3861375971926435,-3.7993447380349794,-0.01835907192367408,-47
13.46,0,0,1.386143925244296,-3.799344859323585,-0.01838623081449782,-46
13.56,0,0,1.3861652621224096,-3.799345255704233,-0.018540023596011493,-46
13.69,0,0,1.3861892487352219,-3.7993457053044972,-0.018676511073706385,-46
13.8,0,0,1.3862204761349124,-3.799346295533014,-0.0188702139083349,-46
13.91,0,0,1.386220828857639,-3.799346303835669,-0.018911015695843622,-47
14.02,0,0,1.3862533750941544,-3.799346922237086,-0.018975423980590062,-47
14.13,0,0,1.3862875418499059,-3.799347575583044,-0.01909627769727261,-46
14.25,0,0,1.3863087621030639,-3.7993479865785917,-0.019271676950095035,-46
14.37,0,0,1.3863143894930487,-3.799348100055878,-0.019320847650565826,-47
14.48,0,0,1.3863399638544722,-3.799348598686944,-0.0195382874049743,-46
14.58,0,0,1.3863700995677553,-3.7993491928136836,-0.019669418489715776,-46
14.68,0,0,1.386377815129557,-3.799349348380251,-0.019788590489427067,-46
14.82,0,0,1.3864110917698154,-3.7993500133345703,-0.020049600695417488,-47
14.93,0,0,1.386443483856609,-3.799350666539669,-0.020132070845581353,-46
15.04,0,0,1.38647244923789,-3.799351254336251,-0.020312005928089117,-46
15.15,0,0,1.3865100412053915,-3.7993520194613626,-0.02038015558313496,-46
15.27,0,0,1.3865061213307717,-3.7993519425189883,-0.020368915973797672,-47
15.38,0,0,1.3865343274270816,-3.799352522732302,-0.02059377587894884,-47
15.49,0,0,1.3865548011367554,-3.7993529467359393,-0.020720647554205485,-47
15.6,0,0,1.3866091163136598,-3.7993540767050638,-0.0208586480088992,-46
15.71,0,0,1.3865938900246428,-3.7993537624304743,-0.020910860399575938,-46
15.83,0,0,1.3866463154978628,-3.799354863252253,-0.021089328225657622,-47
15.95,0,0,1.3866646611767262,-3.7993552541005338,-0.021174304151604477,-46
16.06,0,0,1.38669278635449,-3.7993558520483095,-0.021265505747367366,-46
16.17,0,0,1.3867063859664903,-3.7993561483660785,-0.02141750421829747,-46
16.27,0,0,1.3867334464883583,-3.799356733478641,-0.021585590454979254,-46
16.39,0,0,1.3867605302418873,-3.79935732395679,-0.021787411192159007,-46
16.51,0,0,1.3868118458146028,-3.7993584468338786,-0.021939704666255527,-46
16.62,0,0,1.386797810056023,-3.799358143643407,-0.022021387261110862,-47
16.73,0,0,1.3868291056395448,-3.7993588366362254,-0.022122221342284455,-47
16.85,0,0,1.386861872051944,-3.799359564978393,-0.022248870782859462,-46
16.96,0,0,1.386885767362586,-3.799360097436865,-0.022305048519968333,-46
17.07,0,0,1.386893776493888,-3.7993602801156694,-0.02235340651348344,-47
17.18,0,0,1.3869185405684785,-3.7993608363242877,-0.02252314783605913,-46
17.3,0,0,1.3869736906876908,-3.7993620832450916,-0.022620167524589344,-47
17.41,0,0,1.3870108711732583,-3.7993629347928315,-0.02284351705473092,-47
17.52,0,0,1.3869968348060715,-3.799362619813584,-0.02291952318042725,-46
17.63,0,0,1.3870316415740307,-3.799363422967109,-0.02304575541566126,-46
17.75,0,0,1.3870633720630536,-3.7993641600259402,-0.023244724095684864,-46
17.86,0,0,1.3870883402457177,-3.7993647418575276,-0.02330171262678789,-47
17.97,0,0,1.387098929292104,-3.7993649935955602,-0.02338575342714152,-46
18.09,0,0,1.3871185612408035,-3.7993654562492685,-0.023611995008739405,-47
18.2,0,0,1.3871770880462198,-3.7993668449270617,-0.023742095294155316,-46
18.31,0,0,1.3872083162190705,-3.799367592872213,-0.02391193316598491,-46
18.42,0,0,1.3872088596318735,-3.799367612546946,-0.024039322901937756,-46
18.54,0,0,1.3872452490840261,-3.799368489330299,-0.02414489036280517,-46
18.65,0,0,1.3872659903487483,-3.799368995135228,-0.024265636351573874,-46
18.76,0,0,1.3872883552397497,-3.7993695391886932,-0.024319288185326908,-46
18.88,0,0,1.3872976129747936,-3.799369769446891,-0.024578706743085522,-47
18.99,0,0,1.3873213738252204,-3.7993703550870443,-0.02472117539293481,-47
19.1,0,0,1.3873778510691381,-3.799371756847311,-0.024792515810579143,-46
19.21,0,0,1.387413382563723,-3.7993726433500212,-0.024960482458059662,-46
19.33,0,0,1.387418208914129,-3.7993727723658632,-0.025110894878398526,-46
19.43,0,0,1.3874118430084648,-3.799372613062366,-0.02523799811370023,-46
19.53,0,0,1.3874548485989164,-3.7993737028317427,-0.025354850306402475,-46
19.67,0,0,1.3874813320423467,-3.7993743789504717,-0.02551776846290718,-46
19.78,0,0,1.387491328164311,-3.7993746387752716,-0.025743496043272696,-46
19.9,0,0,1.387519722589488,-3.7993753715394623,-0.02587694253504579,-46
20.01,0,0,1.3875675727035222,-3.7993766126604447,-0.025874695719224107,-46
20.11,0,0,1.3876077241152305,-3.7993776580132694,-0.026070187399513764,-46
20.23,0,0,1.387610817025011,-3.799377746913388,-0.0262213140143835,-46
20.34,0,0,1.3876361224244933,-3.799378414535871,-0.026326978721186087,-46
20.45,0,0,1.3876553512121328,-3.799378926102004,-0.026488881883623208,-46
20.57,0,0,1.3876757951163583,-3.799379469889739,-0.026559886774822596,-46
20.67,0,0,1.3876886887692106,-3.7993798166732065,-0.026605147852687853,-46
20.79,0,0,1.3877054922068879,-3.7993802675903567,-0.02684914147352391,-46
20.91,0,0,1.3877580854023248,-3.79938168781391,-0.02698042720494488,-46
21.02,0,0,1.3877907529669131,-3.7993825741558713,-0.027150344803309343,-46
21.13,0,0,1.3877955066211434,-3.7993827103588944,-0.02726671461762826,-46
21.25,0,0,1.3878262452222296,-3.7993835565825664,-0.02748591058565659,-46
21.36,0,0,1.3878331198107048,-3.7993837473780716,-0.0275799913089156,-46
21.47,0,0,1.3878703041507683,-3.799384776917375,-0.027670147469072353,-46
21.59,0,0,1.387874208733096,-3.7993848881453856,-0.0278517230590499,-46
21.7,0,0,1.3878969722607541,-3.799385524062871,-0.027978761756802268,-46
21.8,0,0,1.3879489355423458,-3.799386983040916,-0.02808318892496798,-46
21.92,0,0,1.3879707907618668,-3.7993876025528523,-0.02826357892422259,-46
22.03,0,0,1.387984648240274,-3.7993879994689825,-0.028355436164437548,-46
22.15,0,0,1.388004408186856,-3.7993885635977604,-0.02847607953071991,-46
22.27,0,0,1.38802200992861,-3.7993890692746874,-0.028660229135739297,-47
22.38,0,0,1.3880325987138236,-3.7993893751471797,-0.028703473031769598,-46
22.49,0,0,1.3880465832397817,-3.799389778214495,-0.02887339736193258,-46
22.6,0,0,1.3880664469496868,-3.79939035311853,-0.02899639875474985,-46
22.71,0,0,1.3880948587680406,-3.7993911783456435,-0.02907612085450118,-46
22.82,0,0,1.3881382805795994,-3.799392444283868,-0.02919407420268549,-46
22.94,0,0,1.3881547087398773,-3.799392933708017,-0.029388865838723105,-46
23.05,0,0,1.388173383809022,-3.7993934854531544,-0.02946055198586986,-46
23.16,0,0,1.3881927405377428,-3.7993940608673697,-0.029657901205012074,-46
23.27,0,0,1.3882069724747423,-3.799394485797726,-0.02971505093338158,-46
23.39,0,0,1.388214193666093,-3.7993947037074984,-0.0298649289284541,-46
23.5,0,0,1.3882346312578016,-3.7993953156652633,-0.03001513961679738,-46
23.62,0,0,1.3882782836489258,-3.799396627833175,-0.03002180072178456,-46
23.73,0,0,1.388323485459582,-3.7993979937772044,-0.030212467679002628,-46
23.85,0,0,1.388334832358806,-3.799398342282367,-0.030348223810206097,-46
23.95,0,0,1.3883476846403833,-3.7993987377574365,-0.030457963275407167,-46
24.07,0,0,1.388358340428678,-3.799399064771507,-0.030573955600580367,-46
24.19,0,0,1.3883807461984596,-3.79939975427301,-0.030682071599563526,-46
24.3,0,0,1.3884129333655768,-3.7994007485913457,-0.030928233635796637,-46
24.41,0,0,1.3884140991361262,-3.799400785112049,-0.031017975650873945,-46
24.52,0,0,1.388465239957245,-3.799402376795125,-0.031118698277617273,-46
24.63,0,0,1.3885064300267709,-3.799403663539225,-0.031226826693207886,-46
24.75,0,0,1.388519570012512,-3.7994040805952274,-0.03139349938940984,-46
24.86,0,0,1.388524583754551,-3.799404239987111,-0.03139870124719266,-46
24.97,0,0,1.3885461891507487,-3.799404921466912,-0.03155794884231476,-46
25.09,0,0,1.3885752992725084,-3.7994058461334848,-0.03173707116675936,-46
25.19,0,0,1.3885982749488501,-3.7994065779238566,-0.031855142484523834,-46
25.31,0,0,1.3886209678463812,-3.799407303348267,-0.03204644038522713,-47
25.42,0,0,1.3886768726710574,-3.799409100019163,-0.032104702898069756,-47
25.54,0,0,1.3886987482880755,-3.7994098067082875,-0.03229372420451121,-46
25.64,0,0,1.3887370913834627,-3.799411048624418,-0.032418091522499026,-47
25.76,0,0,1.3887340442120033,-3.79941095296122,-0.03242633790258075,-47
25.88,0,0,1.3887602893145108,-3.7994118069792515,-0.032577699470777814,-46
25.99,0,0,1.388783574355781,-3.7994125682584516,-0.03272510261076957,-46
26.11,0,0,1.3888343485127956,-3.7994142385299625,-0.032930763855549314,-46
26.21,0,0,1.388825029170103,-3.7994139324601863,-0.0330132138394212,-46
26.3,0,0,1.388848004409893,-3.79941469212842,-0.033104519065305704,-46
26.43,0,0,1.3888959160062992,-3.7994162838421692,-0.03327989686825127,-46
26.55,0,0,1.3889072779901868,-3.799416665851028,-0.03345913348992666,-46
26.67,0,0,1.3889300453452087,-3.7994174297353775,-0.03354407187513491,-46
26.78,0,0,1.3889533266578153,-3.799418214694146,-0.033743484133205374,-46
26.89,0,0,1.3889792631158544,-3.799419092012365,-0.03386374283545745,-46
27.0,0,0,1.3890475941893565,-3.799421412954698,-0.03401952722483322,-46
27.12,0,0,1.389031756957489,-3.799420876105851,-0.03408804464401707,-46
27.23,0,0,1.3890774665244827,-3.799422439045966,-0.034173512847238886,-46
27.33,0,0,1.3891076790865289,-3.7994234763958232,-0.034306199666109635,-46
27.45,0,0,1.3891386395030876,-3.7994245471009727,-0.03451763269234621,-46
27.57,0,0,1.3891320786245769,-3.799424325698585,-0.03458817945055894,-47
27.68,0,0,1.3891579300461894,-3.7994252240913986,-0.03479205937602601,-46
27.79,0,0,1.3891794466821699,-3.799425975446056,-0.034945515765499514,-47
27.91,0,0,1.3892395729749178,-3.799428085558487,-0.035178372423215816,-46
28.01,0,0,1.3892278190980638,-3.7994276753126615,-0.035257089725031235,-46
28.13,0,0,1.3892651071215576,-3.7994289941657104,-0.035341728082477285,-46
28.25,0,0,1.3892849654611414,-3.79942969974113,-0.0355438329856464,-46
28.36,0,0,1.3893256784545382,-3.79943114979258,-0.03566927239149311,-46
28.46,0,0,1.389321909209896,-3.7994310210811797,-0.035769341026693866,-46
28.58,0,0,1.3893515993793006,-3.7994320878872663,-0.035968055658530666,-46
28.7,0,0,1.389416957654564,-3.7994344452392013,-0.036079089204630294,-46
28.81,0,0,1.3894385124582873,-3.799435229791681,-0.03628463862241683,-46
28.92,0,0,1.3894293154648847,-3.7994348999951506,-0.03634591219633594,-46
29.03,0,0,1.389467966241866,-3.7994363112655782,-0.03648110690909159,-47
29.15,0,0,1.3894846998980808,-3.799436925002391,-0.03670035894255842,-46
29.26,0,0,1.3895126232100747,-3.799437952174031,-0.03682565993474713,-46
29.37,0,0,1.389519809164254,-3.7994382213358464,-0.036909229545133815,-47
29.48,0,0,1.389546786378445,-3.7994392212869053,-0.03711327122443627,-46
29.6,0,0,1.3896010247048693,-3.7994412410206504,-0.03726128680698948,-46
29.72,0,0,1.3896399102063213,-3.7994426986898144,-0.037482223904074054,-46
29.83,0,0,1.3896235963177985,-3.7994420929307546,-0.037547572825009666,-46
29.94,0,0,1.3896538182523894,-3.799443231653763,-0.03769072058144866,-46
30.05,0,0,1.3896764021524135,-3.799444086822779,-0.03788806034329507,-46
30.17,0,0,1.3897130703845604,-3.7994454772567434,-0.037948808396592176,-46
30.28,0,0,1.3897159112299087,-3.799445590845611,-0.03819277585490356,-47
30.39,0,0,1.3897414288261623,-3.799446567128091,-0.038315355596764175,-46
30.51,0,0,1.3897974483539643,-3.799448719272743,-0.03841477235492691,-46
30.61,0,0,1.3898200314203715,-3.7994495938935127,-0.03860107062583043,-46
30.73,0,0,1.3898214681016896,-3.799449653531859,-0.03866516466464363,-46
30.84,0,0,1.3898423474743813,-3.7994504627985686,-0.03875786422267022,-47
30.95,0,0,1.389864603293321,-3.7994513297360077,-0.03896871910641877,-46
31.07,0,0,1.3898945988435376,-3.799452499743794,-0.0390262208426915,-46
31.17,0,0,1.3899046697475126,-3.7994528965970784,-0.03905040131356158,-46
31.29,0,0,1.3899324156120607,-3.799453982822163,-0.039176780645940025,-47
31.4,0,0,1.3899904731773511,-3.7994562641789646,-0.039327177904860865,-47
31.52,0,0,1.3900342691983172,-3.7994579954001813,-0.03950136516927754,-46
31.63,0,0,1.3900271258129395,-3.7994577201621813,-0.03962362707343081,-46
31.74,0,0,1.3900456292261978,-3.799458456026613,-0.039711495939618376,-46
31.86,0,0,1.3900651455398827,-3.7994592344636406,-0.039903358787964124,-46
31.97,0,0,1.3901008134819297,-3.7994606603682337,-0.04001370333315017,-46
32.07,0,0,1.3901031858257848,-3.7994607590668616,-0.04009027128252452,-46
32.2,0,0,1.3901245447937365,-3.7994616172985842,-0.04025647910223507,-47
32.31,0,0,1.3901884156449724,-3.799464195775778,-0.04037083109852713,-47
32.42,0,0,1.390225908795725,-3.799465718538619,-0.04055975493086169,-46
32.53,0,0,1.3902238590136167,-3.799465642515967,-0.04067347674257949,-46
32.64,0,0,1.390235656163416,-3.7994661252263917,-0.04077954225367362,-46
32.76,0,0,1.3902570641507854,-3.7994670021018186,-0.04097508457155552,-46
32.86,0,0,1.3902922455442455,-3.7994684460408084,-0.04106662971024955,-46
32.99,0,0,1.3902995901942523,-3.799468751458293,-0.04119436617774388,-47
33.1,0,0,1.3903231524875665,-3.79946972376819,-0.041288881875319976,-47
33.21,0,0,1.3903778518863878,-3.799471985451414,-0.04131037993920689,-47
33.32,0,0,1.390398761788576,-3.799472855710395,-0.04152710094632154,-47
33.44,0,0,1.390412589455375,-3.799473437345868,-0.04166222287604549,-47
33.55,0,0,1.390418799359258,-3.7994736994911142,-0.041767949100115685,-46
33.66,0,0,1.3904415194970106,-3.7994746523842555,-0.0419575435441984,-47
33.78,0,0,1.3904676510520124,-3.799475754194704,-0.04209984165378182,-46
33.89,0,0,1.3904891216264041,-3.799476661466727,-0.04228736558427373,-46
34.0,0,0,1.3905110053248333,-3.7994775893049098,-0.04247832384814658,-47
34.11,0,0,1.3905451673402127,-3.799479040716798,-0.042529967675980926,-47
34.23,0,0,1.390599437508262,-3.7994813564761607,-0.042680517339563066,-46
34.34,0,0,1.3906084310355291,-3.799481748904601,-0.04282303903497767,-47
34.45,0,0,1.3906287691667765,-3.799482623778386,-0.04294356263089497,-46
34.56,0,0,1.3906462689166175,-3.7994833802984647,-0.04313732351900123,-46
34.68,0,0,1.3906506272836154,-3.799483570996788,-0.0431855736288769,-46
34.79,0,0,1.3906687193737453,-3.799484354455183,-0.04333939040614563,-46
34.9,0,0,1.390692870502205,-3.799485404100432,-0.04355700651177009,-47
35.02,0,0,1.3907324205144578,-3.79948713142645,-0.04363149185286908,-47
35.12,0,0,1.3907792854109358,-3.7994891868549643,-0.04383306840815701,-47
35.22,0,0,1.39078598319705,-3.7994894871147817,-0.043993579673338695,-47
35.36,0,0,1.3907936922442676,-3.7994898306095872,-0.04410635930509189,-47
35.47,0,0,1.3908197734291319,-3.7994909842225493,-0.044254720715899504,-47
35.59,0,0,1.3908446348694372,-3.7994920888116854,-0.04433770617085011,-47
35.69,0,0,1.3908609745065903,-3.799492815875801,-0.04452656726634987,-47
35.81,0,0,1.3908835401503055,-3.799493823929543,-0.044759091769882,-47
35.92,0,0,1.3909379409862062,-3.799496263132703,-0.0448221968764247,-47
36.03,0,0,1.3909623408927407,-3.799497362739989,-0.04499066716942579,-46
36.13,0,0,1.390994802861956,-3.7994988314827176,-0.04517479957838489,-46
36.26,0,0,1.3909920786623542,-3.7994987126501254,-0.0452446025351633,-47
36.37,0,0,1.3910162548077076,-3.7994998115833583,-0.04544524863995642,-47
36.49,0,0,1.3910372738162888,-3.799500770078553,-0.04556283131291038,-47
36.6,0,0,1.3910802372171096,-3.799502735983259,-0.04578707841376155,-47
36.71,0,0,1.3910812598435631,-3.7995027841266387,-0.04591555794931791,-47
36.83,0,0,1.3911245506201861,-3.7995047741733656,-0.04591228198939896,-46
36.94,0,0,1.3911544141583558,-3.799506154102882,-0.04619372628965307,-46
37.05,0,0,1.3911840688887307,-3.799507527678878,-0.046300385037999776,-46
37.16,0,0,1.3911842048441594,-3.7995075384192867,-0.04640220846397351,-47
37.28,0,0,1.3912074444151112,-3.7995086206833664,-0.04656136226828623,-47
37.39,0,0,1.3912172381140862,-3.7995090780926057,-0.0466618115052784,-47
37.49,0,0,1.391248222928528,-3.799510528930484,-0.04687525304611952,-47
37.61,0,0,1.391273670814572,-3.7995117251938106,-0.04704349059801638,-47
37.73,0,0,1.391327088475437,-3.799514245175962,-0.047123969503979506,-47
37.84,0,0,1.3913386429969674,-3.799514793281021,-0.04732206960115398,-46
37.96,0,0,1.3913559410584497,-3.799515615419259,-0.047463439232242166,-46
38.07,0,0,1.391374781472035,-3.7995165117257526,-0.04753460296012605,-47
38.18,0,0,1.3913978231438782,-3.7995176124111807,-0.04774536516220796,-47
38.29,0,0,1.3914195970393626,-3.7995186539869072,-0.04784873623095234,-46
38.4,0,0,1.3914883430461937,-3.7995219514149507,-0.04802598360079547,-47
38.51,0,0,1.3914760077252917,-3.7995213620549015,-0.048065756753855285,-47
38.63,0,0,1.3915283453873488,-3.7995238845653763,-0.04814730272549993,-47
38.74,0,0,1.3915367616775582,-3.7995242951764854,-0.048403278726254474,-46
38.86,0,0,1.391577160418852,-3.799526253194482,-0.04848938398563732,-46
38.97,0,0,1.391569392948594,-3.799525880935728,-0.04858764891441151,-47
39.09,0,0,1.3915976760764022,-3.799527261178574,-0.048790535883650475,-46
39.2,0,0,1.3916625601734487,-3.799530437458358,-0.048958196952677766,-46
39.31,0,0,1.3916965448744965,-3.7995321110022595,-0.04915248515512726,-46
39.42,0,0,1.3916815349607656,-3.799531377374406,-0.04918217012983068,-46
39.53,0,0,1.391717502892291,-3.799533152195443,-0.04930180105895426,-47
39.65,0,0,1.3917359625418506,-3.799534066625972,-0.04949848973000428,-46
39.76,0,0,1.3917788302954137,-3.7995361907833494,-0.0495636042662681,-46
39.87,0,0,1.3917697209835147,-3.7995357440574375,-0.04970493774144051,-46
