timestamp,curr_patrol,curr_goal,pose_x,pose_y,pose_a,rssi,rssi_ewma
5.95,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-64,-63.06101664108961
6.07,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-64,-63.07979630826782
6.18,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-63,-63.07820038210246
6.29,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-63,-63.076636374460406
6.38,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-63,-63.07510364697119
6.52,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-63,-63.07360157403177
6.64,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-63,-63.07212954255113
6.75,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-53,-62.87068695170011
6.86,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-62,-62.85327321266611
6.98,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-62,-62.83620774841279
7.08,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-63,-62.839483593444534
7.21,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-60,-62.78269392157564
7.31,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-62,-62.76704004314413
7.41,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-62,-62.75169924228125
7.54,0,0,1.4568257631252857,-3.8151823673722607,-0.41851935148421604,-62,-62.736665257435625
7.65,0,0,1.3818784826842772,-3.799316071480563,0.006700560210936296,-62,-62.721931952286916
7.77,0,0,1.3819029838955927,-3.7993159087983135,0.006554540504767986,-62,-62.70749331324118
7.87,0,0,1.381928333602502,-3.7993157425716353,0.006505985390487143,-62,-62.69334344697636
7.99,0,0,1.381982795169127,-3.799315390099877,0.00643452644685415,-62,-62.679476578036834
8.11,0,0,1.3819748893047552,-3.799315443230753,0.00640987795441152,-62,-62.6658870464761
8.2,0,0,1.3819999133134264,-3.799315283742046,0.0063592939767168465,-62,-62.65256930554658
8.32,0,0,1.3820291493137098,-3.7993151018814757,0.006190225178891507,-62,-62.63951791943565
8.45,0,0,1.3820323353972137,-3.7993150834888385,0.006152295766529673,-62,-62.626727561046934
8.55,0,0,1.3820500477833824,-3.7993149760017184,0.005946157079752812,-62,-62.614193009825996
8.67,0,0,1.382067849254476,-3.7993148701814503,0.005889584563211384,-62,-62.60190914962948
8.78,0,0,1.382122010785606,-3.79931455220499,0.005828579917906173,-62,-62.58987096663689
8.89,0,0,1.3821328698234159,-3.7993144924919973,0.005741407821713533,-62,-62.57807354730415
9.0,0,0,1.382160388390635,-3.7993143368305353,0.005653314649683493,-63,-62.58651207635806
9.11,0,0,1.3821758096428367,-3.7993142528561115,0.005552758368995353,-62,-62.5747818348309
9.22,0,0,1.3822052959907571,-3.7993140898968742,0.005523812856996013,-62,-62.563286198134286
9.35,0,0,1.3822072739054874,-3.7993140806412575,0.005441553385370526,-62,-62.5520204741716
9.45,0,0,1.3822345328795542,-3.79931393222712,0.00541895306784742,-62,-62.54098006468817
9.57,0,0,1.382247037221105,-3.799313864888724,0.005387203049669082,-62,-62.53016046339441
9.68,0,0,1.3822640502638741,-3.799313773574522,0.005377680065827133,-62,-62.519557254126525
9.8,0,0,1.3822833096053277,-3.7993136713976154,0.00525833918231849,-62,-62.509166109043996
9.91,0,0,1.38231689685838,-3.799313496983542,0.005128342061545065,-63,-62.51898278686311
10.02,0,0,1.382362068546535,-3.799313265942858,0.005088903475034101,-62,-62.50860313112585
10.14,0,0,1.382765117069685,-3.7993112322226796,0.005052833413864549,-64,-62.538431068503336
10.24,0,0,1.3849103094433042,-3.799297257391264,0.0074400466310566215,-63,-62.54766244713326
10.35,0,0,1.388428200861404,-3.7992715949571765,0.0074104600829747,-63,-62.556709198190596
10.48,0,0,1.3983776623478,-3.7991976865447517,0.007441323219547758,-62,-62.545575014226785
10.59,0,0,1.410727334641522,-3.7991063566424,0.0073807945866393825,-60,-62.49466351394225
10.7,0,0,1.4224559910873884,-3.799017210132662,0.007959636769703952,-59,-62.4247702436634
10.82,0,0,1.4527110187492294,-3.798750603553373,0.009404512396422853,-61,-62.396274838790134
10.93,0,0,1.4687289905967489,-3.798595045464767,0.01029330680670765,-64,-62.42834934201433
11.04,0,0,1.4963019229261636,-3.798309257862145,0.01060094636005969,-66,-62.49978235517404
11.15,0,0,1.5169890664689258,-3.798094675913199,0.010053715679290117,-68,-62.60978670807056
11.26,0,0,1.5413258442442448,-3.797848704967089,0.010540004247155156,-66,-62.67759097390915
11.38,0,0,1.562008648585422,-3.7976268542376728,0.011154781919126836,-64,-62.704039154430966
11.48,0,0,1.5770406747399446,-3.7974585957498608,0.011165379565269183,-64,-62.72995837134235
11.58,0,0,1.5903050618830874,-3.7973124348586738,0.010713338397992128,-64,-62.7553592039155
11.72,0,0,1.6397314693913505,-3.811384622301296,0.005613557366952754,-69,-62.880252019837194
11.81,0,0,1.6520349531066219,-3.811316416985323,0.00568743291499265,-69,-63.00264697944045
11.94,0,0,1.6754251687415158,-3.8111598385378125,0.008294221719066505,-78,-63.30259403985164
12.05,0,0,1.6865312135932555,-3.8110572181631412,0.010645414637807831,-73,-63.496542159054606
12.15,0,0,1.704525464974015,-3.81082726662047,0.015525514311545214,-73,-63.68661131587351
12.28,0,0,1.7162409688706242,-3.8106292611185797,0.018710830794923757,-69,-63.792879089556045
12.39,0,0,1.7307648066101626,-3.8103311610758603,0.022211824026263313,-68,-63.87702150776492
12.49,0,0,1.7415535083505844,-3.8100823934092447,0.024151560707038944,-68,-63.959481077609624
12.62,0,0,1.75117597250976,-3.8098399792292432,0.02631346320189853,-65,-63.98029145605743
12.72,0,0,1.7670156713727985,-3.8093947880642527,0.030314118109325286,-65,-64.00068562693627
12.85,0,0,1.777854792810999,-3.809059369350168,0.031975617335539,-65,-64.02067191439755
12.95,0,0,1.7918414539993734,-3.808602868119941,0.03280719208843066,-65,-64.0402584761096
13.07,0,0,1.8013402681138309,-3.8082884514433455,0.03398703792261348,-65,-64.0594533065874
13.19,0,0,1.812637016332066,-3.8078783170553763,0.039209741100873136,-67,-64.11826424045564
13.29,0,0,1.821397434599625,-3.8075102681409017,0.04491661096186782,-70,-64.23589895564653
13.41,0,0,1.830309518834195,-3.8070966286656285,0.047785962584172954,-71,-64.3711809765336
13.52,0,0,1.8446214278650106,-3.8064019776099607,0.048682677387168395,-70,-64.48375735700293
13.62,0,1,1.8538422657792741,-3.805953466726577,0.048356427761974075,-70,-64.59408220986288
13.72,0,1,1.8594051393003794,-3.8056845593549875,0.048222671276824086,-70,-64.70220056566562
13.86,0,1,1.8660931667487464,-3.805353525519847,0.05371918046566998,-69,-64.78815655435231
13.96,0,1,1.8728969762697276,-3.8049609837454876,0.0621303611474609,-69,-64.87239342326527
14.09,0,1,1.888680530146122,-3.803840971943431,0.0799532679529045,-72,-65.01494555479997
14.2,0,1,1.903585645749254,-3.8025489313723497,0.09396149918878581,-73,-65.17464664370397
14.32,0,1,1.918907353038306,-3.800991154956059,0.10936896053942406,-70,-65.27115371082989
14.43,0,1,1.9483512853442955,-3.797389647612619,0.1350843608807207,-68,-65.3257306366133
14.54,0,1,1.9704783234749979,-3.7942247850448725,0.14946678050607834,-72,-65.45921602388103
14.65,0,1,2.004495357375186,-3.7887546019200746,0.17256663029999464,-78,-65.7100317034034
14.75,0,1,2.0283619017873518,-3.78439282226009,0.19057672735185308,-78,-65.95583106933533
14.88,0,1,2.068988025605532,-3.761245854845812,0.1983476348370029,-66,-65.95671444794861
14.99,0,1,2.104265304496724,-3.753773641763272,0.22211193252791722,-66,-65.95758015898963
15.09,0,1,2.1262230408507943,-3.7486555264164005,0.23558591069953624,-66,-65.95842855580983
15.19,0,1,2.1458474064400557,-3.743878484458753,0.2435096195605198,-66,-65.95925998469363
15.33,0,1,2.1850577967763027,-3.7336793058267763,0.2670289210275559,-67,-65.98007478499976
15.44,0,1,2.216447846073735,-3.7248441501723963,0.28236125176606314,-63,-65.92047328929976
15.55,0,1,2.2404007414087284,-3.7177896268297137,0.2911430830545705,-62,-65.84206382351377
15.66,0,1,2.2615485329369918,-3.711372108921218,0.2983334977538693,-62,-65.76522254704349
15.78,0,1,2.296356077272442,-3.70046740070444,0.31090836663453325,-65,-65.74991809610262
15.88,0,1,2.3194192820729005,-3.692956848878261,0.3191297245837995,-65,-65.73491973418056
16.0,0,1,2.351881556324544,-3.682082236424716,0.3279341622881183,-64,-65.70022133949695
16.12,0,1,2.373249357252578,-3.674751632233872,0.33314611358826146,-66,-65.706216912707
16.23,0,1,2.3952733848921666,-3.6670699648132876,0.3377320467353284,-62,-65.63209257445286
16.35,0,1,2.4300039237795605,-3.654759951766497,0.3447439251264334,-63,-65.5794507229638
16.45,0,1,2.4539219565647814,-3.6460744882405676,0.35243442350312115,-68,-65.62786170850453
16.57,0,1,2.4724546747285343,-3.639237706483843,0.3540017407372679,-67,-65.65530447433444
16.67,0,1,2.4603313532877835,-3.623411753619374,0.34014734372921906,-67,-65.68219838484775
16.8,0,1,2.487358932323775,-3.613794118503212,0.34385421126223803,-84,-66.0485544171508
16.9,0,1,2.5233084384137134,-3.600861907197323,0.3471692476452072,-68,-66.08758332880778
17.0,0,1,2.5437317771787917,-3.5934547049386447,0.3492582969168772,-68,-66.12583166223162
17.13,0,1,2.563948549676656,-3.5860600773064193,0.3522677760455365,-64,-66.08331502898699
17.24,0,1,2.6007553663262124,-3.5724532371018576,0.35561909592343416,-58,-65.92164872840725
17.36,0,1,2.6202822478801213,-3.5652140573751443,0.35433203888919385,-60,-65.80321575383911
17.48,0,1,2.6396277694656543,-3.558031268741682,0.3586137481992541,-69,-65.86715143876232
17.58,0,1,2.6709409831266875,-3.5461883176980864,0.3640137445928259,-69,-65.92980840998707
17.69,0,1,2.6966037680132766,-3.536392438788979,0.3652558526575013,-64,-65.89121224178733
17.82,0,1,2.733012654587994,-3.5224878598894866,0.3637919688770039,-69,-65.95338799695158
17.93,0,1,2.7520011069186365,-3.5152793532874997,0.36203633074792446,-68,-65.99432023701254
18.04,0,1,2.7808234202807927,-3.504400939649829,0.35844472779464653,-64,-65.9544338322723
18.14,0,1,2.804759282608113,-3.495556028092289,0.3472041545367583,-64,-65.91534515562685
18.26,0,1,2.8286708678118715,-3.487001283731818,0.33984209765889134,-67,-65.93703825251431
18.38,0,1,2.8473755400469254,-3.480439864420248,0.33508735600859446,-72,-66.05829748746402
18.49,0,1,2.8538027456904485,-3.4643410499882594,0.3202105063753558,-66,-66.05713153771472
18.6,0,1,2.8819087848626452,-3.455076638340848,0.31638546026635367,-64,-66.01598890696043
18.72,0,1,2.910586374002869,-3.4457570849845816,0.3113062713878497,-62,-65.93566912882122
18.83,0,1,2.9295027664070092,-3.4397050532068905,0.3072556090060883,-65,-65.9169557462448
18.94,0,1,2.9702468882710082,-3.4269786286574213,0.2985551439744777,-69,-65.9786166313199
19.05,0,1,2.9886447478835843,-3.421353862817661,0.2943426655086893,-67,-65.9990442986935
19.15,0,1,3.0074271958535634,-3.415709770796386,0.28872528545688403,-67,-66.01906341271963
19.25,0,1,3.0263137531137208,-3.4101432460506174,0.2839895181499653,-67,-66.03868214446524
19.39,0,1,3.0659549350229587,-3.398776367972716,0.2732974905540339,-64,-65.99790850157594
19.49,0,1,3.0980039659778313,-3.389984673451893,0.2615950400502913,-64,-65.95795033154441
19.62,0,1,3.125082029992404,-3.3828326784049203,0.2549082062287636,-59,-65.81879132491353
19.73,0,1,3.154235311746434,-3.375298738505445,0.24965218659071356,-65,-65.80241549841526
19.84,0,1,3.178789809575069,-3.3691388657678134,0.24044906211590714,-63,-65.74636718844695
19.96,0,1,3.202962382467928,-3.3632820840924045,0.23590644547882886,-60,-65.63143984467801
20.07,0,1,3.2362198484396743,-3.3552882458731297,0.23661808522884362,-61,-65.53881104778445
20.18,0,1,3.2334812958037675,-3.3503183396710883,0.23272771352754734,-67,-65.56803482682876
20.3,0,1,3.2634118728902966,-3.342899783252276,0.23023253160106277,-69,-65.63667413029218
20.41,0,1,3.292367138325841,-3.336108685760443,0.23180645059707916,-64,-65.60394064768633
20.52,0,1,3.320069565674213,-3.3294928880069317,0.23713186767508143,-62,-65.5318618347326
20.63,0,1,3.343670669281436,-3.323801494978861,0.23506523780830746,-60,-65.42122459803794
20.75,0,1,3.36894874538791,-3.3177830987785075,0.23289403551898694,-61,-65.33280010607717
20.86,0,1,3.4018329011305743,-3.309986341585107,0.23314015400373692,-68,-65.38614410395563
20.98,0,1,3.4262858906163522,-3.3041701047974916,0.23367220928176363,-70,-65.47842122187652
21.09,0,1,3.4583819916081664,-3.2965609648725116,0.2308757309226543,-62,-65.40885279743898
21.19,0,1,3.4829299156231617,-3.290810455040459,0.23017042208062966,-62,-65.3406757414902
21.28,0,1,3.5000667893692494,-3.2867870452840515,0.2312012564120906,-62,-65.2738622266604
21.39,0,1,3.526596771150322,-3.280536673595766,0.23018028847293842,-62,-65.20838498212719
21.44,0,1,3.5392350177439145,-3.2775893459046994,0.22726971483162425,-58,-65.06421728248463
21.54,0,1,3.5668963467948824,-3.2712511578673285,0.224816976694739,-58,-64.92293293683494
21.65,0,1,3.5858199259036683,-3.2669078232569526,0.2267248148461246,-61,-64.84447427809825
21.75,0,1,3.6200433450652048,-3.258983252341843,0.22800355815685794,-61,-64.76758479253628
21.87,0,1,3.6419772160292254,-3.2539015319676747,0.22719296176567266,-65,-64.77223309668555
21.97,0,1,3.614289815489004,-3.2446227025348198,0.2283330733938698,-65,-64.77678843475184
22.09,0,1,3.6480023825528143,-3.2366888521645185,0.23429911924301827,-72,-64.9212526660568
22.22,0,1,3.666006985417698,-3.2323814441320238,0.2350086815466816,-71,-65.04282761273566
22.33,0,1,3.694146483041543,-3.2256765856036536,0.23258037703073794,-67,-65.08197106048095
22.44,0,1,3.7137168165835424,-3.2210444046068587,0.2322799847254914,-61,-65.00033163927134
22.54,0,1,3.7407083339845246,-3.2146575504175154,0.23271600776142515,-61,-64.92032500648591
22.66,0,1,3.7592109520513732,-3.2102756118438496,0.2323401180765544,-61,-64.8419185063562
22.77,0,1,3.773682087042936,-3.206851125533061,0.2323901394776839,-64,-64.82508013622906
22.89,0,1,3.79976590187983,-3.200682010768314,0.23224708302017233,-67,-64.86857853350448
23.01,0,1,3.8152086934983265,-3.1970280276663816,0.23256966939873905,-62,-64.81120696283439
23.12,0,1,3.836489863780432,-3.1919792926993775,0.2338277753982893,-60,-64.7149828235777
23.23,0,1,3.851751894037564,-3.188333983359215,0.23475684340065833,-61,-64.64068316710615
23.34,0,1,3.864067302668505,-3.1853960171713824,0.23332203901725784,-61,-64.56786950376403
23.46,0,1,3.885439756699029,-3.1803805750405454,0.22589729612990522,-61,-64.49651211368875
23.57,0,1,3.896269548404619,-3.1779129291834343,0.22253557700263413,-58,-64.36658187141498
23.67,0,1,3.908766735526677,-3.175090061242722,0.2219773325940722,-58,-64.23925023398668
23.79,0,1,3.923037614769966,-3.1718615794522504,0.22290778657991664,-59,-64.13446522930695
23.91,0,1,3.9368702011658447,-3.1687230627450735,0.22332549728981718,-58,-64.01177592472081
24.02,0,1,3.9473991710798852,-3.1663364781744057,0.22257026740001398,-59,-63.91154040622639
24.13,0,1,3.956499272069451,-3.1642809544357724,0.22152934563955365,-60,-63.83330959810187
24.25,0,1,3.971612782466854,-3.1608943515112697,0.21743368825043405,-62,-63.796643406139836
24.36,0,1,3.981231192414182,-3.15879808571331,0.21183430267978265,-63,-63.78071053801703
24.47,0,1,3.98943406205736,-3.157043283609032,0.20970919010620215,-64,-63.78509632725669
24.59,0,1,4.004925053347579,-3.1537562978002507,0.20896817839955864,-67,-63.84939440071156
24.69,0,1,3.9787297720522137,-3.1469936924586874,0.21684471576740708,-67,-63.91240651269733
24.79,0,1,3.9865478422481626,-3.1452639844324413,0.21882075643192336,-67,-63.974158382443385
24.92,0,1,4.00124297754266,-3.142032758788156,0.21068951826384466,-72,-64.13467521479451
25.04,0,1,4.009165677741417,-3.140370182895884,0.2021148342861195,-71,-64.27198171049862
25.15,0,1,4.025634111726662,-3.137132963786148,0.18330312655231648,-69,-64.36654207628865
25.26,0,1,4.033917751332426,-3.1356426509935753,0.17219771805200038,-69,-64.45921123476288
25.37,0,1,4.046475654062732,-3.133559054064742,0.1543305325625245,-70,-64.57002701006762
25.47,0,1,4.0566705463627155,-3.1320514165523123,0.137132835153208,-70,-64.67862646986627
25.6,0,1,4.066131629403726,-3.1308219011288383,0.12059275656386959,-65,-64.68505394046895
25.72,0,1,4.0749205054209074,-3.129809894984656,0.1067237141610344,-64,-64.67135286165957
25.81,0,1,4.076756245838651,-3.12961664740989,0.10249956045477436,-64,-64.65792580442637
25.94,0,1,4.0779786264217055,-3.129492706832413,0.099147565383472,-65,-64.66476728833784
26.05,0,1,4.078242873650565,-3.129466416970974,0.1000724879553905,-64,-64.65147194257108
26.15,0,1,4.078034492567106,-3.129487403396882,0.10072056443678166,-64,-64.63844250371966
26.28,0,1,4.077969314236665,-3.1294938922653746,0.11415453441463304,-64,-64.62567365364526
26.39,0,1,4.077822438583304,-3.1295141191360467,0.1483353336578172,-65,-64.63316018057236
26.5,0,1,4.077858101324553,-3.1295069268678404,0.18848140375310987,-68,-64.70049697696092
26.62,0,1,4.077930029466369,-3.1294925304121897,0.21784798414702258,-69,-64.7864870374217
26.73,0,1,4.077989938043441,-3.1294783449624743,0.24520787258819932,-68,-64.85075729667327
26.84,0,1,4.0782898064023705,-3.1293955414970362,0.29822852502308517,-63,-64.8137421507398
26.94,0,1,4.078447325953344,-3.1293429960637433,0.3453795033100018,-63,-64.777467307725
27.07,0,1,4.078559840521217,-3.1292991204055554,0.41428961679319876,-59,-64.66191796157051
27.18,0,1,4.078409596924699,-3.12936991548162,0.46192276800094184,-57,-64.5086796023391
27.29,0,1,4.078174415824783,-3.129494523762154,0.5053985593146282,-57,-64.35850601029232
27.41,0,1,4.078148225031408,-3.129504686622318,0.5672993311888617,-57,-64.21133589008646
27.52,0,1,4.078404357180062,-3.1293349269772905,0.5981496834287249,-57,-64.06710917228473
27.63,0,1,4.078781471816464,-3.1290600361292364,0.6458033384386132,-58,-63.94576698883903
27.74,0,1,4.078980320111749,-3.1289067293016877,0.6846593734463254,-59,-63.84685164906225
27.86,0,1,4.078983788103169,-3.1289051300880635,0.7247568216791559,-61,-63.789914616081006
27.97,0,2,4.078948250653497,-3.1289386613304266,0.7745606241223754,-60,-63.714116323759384
28.07,0,2,4.078698366921261,-3.1291873990799104,0.7951628782334617,-60,-63.6398339972842
28.2,0,2,4.0787711694700315,-3.129111570717498,0.8046045821346371,-62,-63.607037317338516
28.31,0,2,4.081290169432286,-3.126451341591023,0.8186998421879419,-61,-63.554896570991744
28.42,0,2,4.083846195207718,-3.123709744931221,0.8215684398388102,-61,-63.503798639571905
28.53,0,2,4.090225463128462,-3.1168376175585326,0.8234200368811082,-61,-63.453722666780465
28.63,0,2,4.0973996071968735,-3.1091082978664932,0.8207166249359502,-61,-63.40464821344485
28.76,0,2,4.1106741137274785,-3.0949704996610876,0.8120435792530768,-60,-63.33655524917596
28.87,0,2,4.123000783796571,-3.08208680196488,0.8015911597511194,-62,-63.30982414419244
28.98,0,2,4.136937946198964,-3.0678090811325696,0.7922243005331526,-61,-63.26362766130859
29.08,0,2,4.157922977650496,-3.046890825908429,0.7745222962944942,-61,-63.21835510808241
29.19,0,2,4.175545016780166,-3.0298397014193545,0.7629499623064979,-61,-63.17398800592076
29.29,0,2,4.1925007788421595,-3.013783546530979,0.7524977255089093,-61,-63.130508245802346
29.33,0,2,4.199564892528703,-3.0071876535345283,0.7481572557246625,-58,-63.027898080886295
29.43,0,2,4.217945754571316,-2.990308864187579,0.7360746060822627,-58,-62.927340119268564
29.55,0,2,4.237883523097199,-2.97244938466154,0.724522489271865,-58,-62.828793316883186
29.66,0,2,4.260833738119564,-2.952354178685573,0.712757445364665,-62,-62.812217450545525
29.78,0,2,4.28188812630928,-2.9343225962280632,0.7031154640645114,-62,-62.795973101534614
29.89,0,2,4.298383218804583,-2.9204535901323148,0.6943223215100337,-62,-62.78005363950392
30.0,0,2,4.302938935085274,-2.894946528409265,0.6838863155225049,-60,-62.72445256671384
30.1,0,2,4.322281960642704,-2.879276094510328,0.6769664046232287,-60,-62.66996351537957
30.2,0,2,4.33850406590688,-2.866339406188419,0.6686904264874838,-60,-62.616564245071984
30.34,0,2,4.367737688575037,-2.8435985905285235,0.6558381079690528,-57,-62.50423296017055
30.45,0,2,4.3853197688256085,-2.8301011279344426,0.653125219626815,-62,-62.49414830096714
30.57,0,2,4.411990986950602,-2.8098269636950737,0.6454016384243705,-78,-62.8042653349478
30.68,0,2,4.433463929136348,-2.7937470038801533,0.6397846333849525,-69,-62.928180028248846
30.79,0,2,4.460180264606631,-2.7739801588741297,0.6340017897366309,-62,-62.90961642768387
30.91,0,2,4.481802238721823,-2.7581335981452595,0.631098650132116,-63,-62.911424099130194
31.02,0,2,4.498111859236767,-2.7462314837391784,0.6294226022751273,-67,-62.99319561714759
31.13,0,2,4.5272224735233095,-2.725164521128105,0.622152205338429,-65,-63.03333170480464
31.24,0,2,4.547348558058835,-2.7108079042391933,0.6162410142687821,-61,-62.99266507070854
31.36,0,2,4.576032536057927,-2.6906506314682743,0.609617184139174,-55,-62.832811769294366
31.47,0,2,4.596604961855913,-2.67631220161817,0.6079277379989829,-53,-62.63615553390848
31.57,0,2,4.613676135724548,-2.664484609304584,0.6036741819253614,-53,-62.44343242323031
31.67,0,2,4.637803304758135,-2.6479278899080816,0.5991271729852472,-53,-62.25456377476571
31.77,0,2,4.658729871665285,-2.633657274022813,0.5983889932154439,-53,-62.0694724992704
31.82,0,2,4.6645366957801135,-2.6296968581047864,0.5990212737765891,-55,-61.928083049284986
31.92,0,2,4.692083253507764,-2.61090216418983,0.5958999873639363,-55,-61.789521388299285
32.02,0,2,4.683445511372307,-2.5910667737764213,0.6022214438079938,-55,-61.6537309605333
32.12,0,2,4.696971385041177,-2.5789518471973887,0.6026742136025953,-55,-61.520656341322635
32.26,0,2,4.725848165426019,-2.559132784911033,0.5989094662916775,-61,-61.51024321449618
32.38,0,2,4.743124007749389,-2.5474060211526286,0.5932005159832041,-64,-61.560038350206256
32.47,0,2,4.757717329978228,-2.53761694231766,0.5880221812646872,-64,-61.60883758320213
