timestamp,curr_patrol,curr_goal,pose_x,pose_y,xbee,lora
0.18,0,0,1.3679514140172924,-3.7976369167772885,-80,-58
0.18,0,0,1.3679514140172924,-3.7976369167772885,-80,-59
0.2,0,0,1.3679514140172924,-3.7976369167772885,-80,-59
0.3,0,0,1.3679514140172924,-3.7976369167772885,-80,-59
0.4,0,0,1.3679514140172924,-3.7976369167772885,-80,-59
0.48,0,0,1.3679514140172924,-3.7976369167772885,-78,-59
0.58,0,0,1.3679514140172924,-3.7976369167772885,-78,-59
0.69,0,0,1.3679514140172924,-3.7976369167772885,-78,-59
0.8,0,0,1.3679514140172924,-3.7976369167772885,-76,-59
0.9,0,0,1.381115818297343,-3.7993222548794314,-76,-59
1.03,0,0,1.381115818297343,-3.7993222548794314,-75,-59
1.13,0,0,1.381115818297343,-3.7993222548794314,-75,-59
1.25,0,0,1.381115818297343,-3.7993222548794314,-73,-59
1.35,0,0,1.381115818297343,-3.7993222548794314,-73,-59
1.48,0,0,1.381115818297343,-3.7993222548794314,-74,-59
1.58,0,0,1.381115818297343,-3.7993222548794314,-74,-60
1.7,0,0,1.381115818297343,-3.7993222548794314,-73,-59
1.82,0,0,1.381115818297343,-3.7993222548794314,-75,-59
1.93,0,0,1.381115818297343,-3.7993222548794314,-76,-59
2.04,0,0,1.381115818297343,-3.7993222548794314,-76,-60
2.16,0,0,1.381115818297343,-3.7993222548794314,-75,-59
2.27,0,0,1.381115818297343,-3.7993222548794314,-75,-60
2.38,0,0,1.381115818297343,-3.7993222548794314,-75,-60
2.5,0,0,1.381115818297343,-3.7993222548794314,-75,-60
2.6,0,0,1.381115818297343,-3.7993222548794314,-75,-60
2.7,0,0,1.381115818297343,-3.7993222548794314,-75,-60
2.83,0,0,1.381115818297343,-3.7993222548794314,-75,-60
2.95,0,0,1.381115818297343,-3.7993222548794314,-76,-60
3.06,0,0,1.381115818297343,-3.7993222548794314,-71,-60
3.17,0,0,1.381115818297343,-3.7993222548794314,-74,-60
3.28,0,0,1.381115818297343,-3.7993222548794314,-72,-60
3.4,0,0,1.381115818297343,-3.7993222548794314,-71,-60
3.51,0,0,1.381115818297343,-3.7993222548794314,-70,-60
3.62,0,0,1.381115818297343,-3.7993222548794314,-65,-61
3.72,0,0,1.381115818297343,-3.7993222548794314,-65,-61
3.82,0,0,1.381115818297343,-3.7993222548794314,-65,-61
3.96,0,0,1.381115818297343,-3.7993222548794314,-59,-60
4.08,0,0,1.381115818297343,-3.7993222548794314,-61,-59
4.19,0,0,1.381115818297343,-3.7993222548794314,-65,-58
4.3,0,0,1.381115818297343,-3.7993222548794314,-66,-58
4.41,0,0,1.381115818297343,-3.7993222548794314,-65,-58
4.53,0,0,1.381115818297343,-3.7993222548794314,-67,-58
4.64,0,0,1.6115837863317053,-3.8114202349199253,-68,-57
4.74,0,0,1.6115837863317053,-3.8114202349199253,-68,-56
4.84,0,0,1.6115837863317053,-3.8114202349199253,-68,-55
4.98,0,0,1.6115837863317053,-3.8114202349199253,-64,-56
5.09,0,0,1.6115837863317053,-3.8114202349199253,-63,-56
5.2,0,0,1.6115837863317053,-3.8114202349199253,-63,-54
5.32,0,0,1.6115837863317053,-3.8114202349199253,-63,-54
5.43,0,0,1.6115837863317053,-3.8114202349199253,-63,-52
5.54,0,0,1.6115837863317053,-3.8114202349199253,-66,-52
5.66,0,0,1.6115837863317053,-3.8114202349199253,-71,-52
5.77,0,0,1.6115837863317053,-3.8114202349199253,-69,-52
5.87,0,0,1.6115837863317053,-3.8114202349199253,-69,-54
5.97,0,0,1.6115837863317053,-3.8114202349199253,-69,-52
6.07,0,0,1.6115837863317053,-3.8114202349199253,-69,-54
6.12,0,0,1.6115837863317053,-3.8114202349199253,-60,-54
6.22,0,0,1.6115837863317053,-3.8114202349199253,-60,-54
6.33,0,0,1.6115837863317053,-3.8114202349199253,-61,-54
6.44,0,0,1.6115837863317053,-3.8114202349199253,-62,-54
6.56,0,1,1.6115837863317053,-3.8114202349199253,-64,-54
6.67,0,1,1.6115837863317053,-3.8114202349199253,-67,-54
6.78,0,1,1.6115837863317053,-3.8114202349199253,-68,-54
6.9,0,1,1.6115837863317053,-3.8114202349199253,-70,-55
7.01,0,1,1.6115837863317053,-3.8114202349199253,-73,-55
7.11,0,1,1.6115837863317053,-3.8114202349199253,-73,-55
7.24,0,1,1.6115837863317053,-3.8114202349199253,-70,-55
7.35,0,1,1.6115837863317053,-3.8114202349199253,-80,-56
7.46,0,1,1.6115837863317053,-3.8114202349199253,-80,-56
7.57,0,1,1.6115837863317053,-3.8114202349199253,-73,-56
7.69,0,1,1.6115837863317053,-3.8114202349199253,-71,-56
7.8,0,1,1.6115837863317053,-3.8114202349199253,-69,-56
7.91,0,1,2.010881740294526,-3.7932003792386424,-66,-57
8.01,0,1,2.010881740294526,-3.7932003792386424,-66,-57
8.11,0,1,2.010881740294526,-3.7932003792386424,-66,-57
8.21,0,1,2.010881740294526,-3.7932003792386424,-66,-57
8.27,0,1,2.010881740294526,-3.7932003792386424,-67,-56
8.36,0,1,2.010881740294526,-3.7932003792386424,-67,-56
8.48,0,1,2.010881740294526,-3.7932003792386424,-64,-54
8.59,0,1,2.010881740294526,-3.7932003792386424,-64,-52
8.7,0,1,2.010881740294526,-3.7932003792386424,-64,-52
8.8,0,1,2.010881740294526,-3.7932003792386424,-64,-51
8.93,0,1,2.010881740294526,-3.7932003792386424,-64,-51
9.04,0,1,2.010881740294526,-3.7932003792386424,-65,-50
9.15,0,1,2.010881740294526,-3.7932003792386424,-70,-50
9.25,0,1,2.010881740294526,-3.7932003792386424,-70,-51
9.38,0,1,2.010881740294526,-3.7932003792386424,-62,-50
9.48,0,1,2.010881740294526,-3.7932003792386424,-62,-50
9.61,0,1,2.010881740294526,-3.7932003792386424,-79,-51
9.72,0,1,2.010881740294526,-3.7932003792386424,-65,-51
9.83,0,1,2.3975863334994614,-3.644012672183389,-65,-52
9.94,0,1,2.3975863334994614,-3.644012672183389,-69,-54
10.06,0,1,2.3975863334994614,-3.644012672183389,-77,-56
10.17,0,1,2.3975863334994614,-3.644012672183389,-78,-56
10.28,0,1,2.3975863334994614,-3.644012672183389,-71,-57
10.38,0,1,2.3975863334994614,-3.644012672183389,-71,-58
10.51,0,1,2.3975863334994614,-3.644012672183389,-67,-58
10.62,0,1,2.3975863334994614,-3.644012672183389,-64,-58
10.74,0,1,2.3975863334994614,-3.644012672183389,-61,-58
10.85,0,1,2.3975863334994614,-3.644012672183389,-62,-58
10.96,0,1,2.3975863334994614,-3.644012672183389,-64,-58
11.07,0,1,2.3975863334994614,-3.644012672183389,-64,-58
11.19,0,1,2.3975863334994614,-3.644012672183389,-66,-57
11.3,0,1,2.3975863334994614,-3.644012672183389,-67,-58
11.41,0,1,2.3975863334994614,-3.644012672183389,-70,-60
11.52,0,1,2.772106130350687,-3.454450668506335,-65,-60
11.62,0,1,2.772106130350687,-3.454450668506335,-65,-62
11.75,0,1,2.772106130350687,-3.454450668506335,-64,-66
11.86,0,1,2.772106130350687,-3.454450668506335,-71,-80
11.98,0,1,2.772106130350687,-3.454450668506335,-73,-71
12.09,0,1,2.772106130350687,-3.454450668506335,-68,-71
12.2,0,1,2.772106130350687,-3.454450668506335,-67,-66
12.32,0,1,2.772106130350687,-3.454450668506335,-67,-64
12.43,0,1,2.772106130350687,-3.454450668506335,-62,-62
12.53,0,1,2.772106130350687,-3.454450668506335,-62,-62
12.65,0,1,2.772106130350687,-3.454450668506335,-58,-61
12.77,0,1,2.772106130350687,-3.454450668506335,-61,-61
12.88,0,1,2.772106130350687,-3.454450668506335,-64,-60
12.99,0,1,2.772106130350687,-3.454450668506335,-67,-59
13.1,0,1,2.772106130350687,-3.454450668506335,-70,-59
13.22,0,1,2.772106130350687,-3.454450668506335,-68,-59
13.33,0,1,3.1613387988946746,-3.3324783636615645,-68,-58
13.44,0,1,3.1613387988946746,-3.3324783636615645,-70,-58
13.56,0,1,3.1613387988946746,-3.3324783636615645,-66,-58
13.66,0,1,3.1613387988946746,-3.3324783636615645,-66,-56
13.76,0,1,3.1613387988946746,-3.3324783636615645,-66,-56
13.86,0,1,3.1613387988946746,-3.3324783636615645,-66,-56
13.96,0,1,3.1613387988946746,-3.3324783636615645,-66,-56
14.02,0,1,3.1613387988946746,-3.3324783636615645,-62,-55
14.12,0,1,3.1613387988946746,-3.3324783636615645,-62,-55
14.23,0,1,3.1613387988946746,-3.3324783636615645,-64,-55
14.35,0,1,3.1613387988946746,-3.3324783636615645,-64,-55
14.46,0,1,3.1613387988946746,-3.3324783636615645,-60,-55
14.57,0,1,3.1613387988946746,-3.3324783636615645,-59,-55
14.68,0,1,3.1613387988946746,-3.3324783636615645,-62,-55
14.79,0,1,3.1613387988946746,-3.3324783636615645,-62,-55
14.89,0,1,3.1613387988946746,-3.3324783636615645,-62,-56
15.02,0,1,3.1613387988946746,-3.3324783636615645,-65,-56
15.14,0,1,3.540585118581823,-3.221104719351094,-65,-57
15.24,0,1,3.540585118581823,-3.221104719351094,-65,-57
15.34,0,1,3.540585118581823,-3.221104719351094,-65,-58
15.48,0,1,3.540585118581823,-3.221104719351094,-68,-59
15.59,0,1,3.540585118581823,-3.221104719351094,-69,-59
15.7,0,1,3.540585118581823,-3.221104719351094,-70,-60
15.81,0,1,3.540585118581823,-3.221104719351094,-67,-60
15.91,0,1,3.540585118581823,-3.221104719351094,-67,-60
16.01,0,1,3.540585118581823,-3.221104719351094,-67,-60
16.15,0,1,3.540585118581823,-3.221104719351094,-64,-60
16.26,0,1,3.540585118581823,-3.221104719351094,-62,-60
16.38,0,1,3.540585118581823,-3.221104719351094,-60,-60
16.49,0,1,3.540585118581823,-3.221104719351094,-60,-60
16.6,0,1,3.540585118581823,-3.221104719351094,-59,-60
16.72,0,1,3.540585118581823,-3.221104719351094,-59,-60
16.83,0,1,3.540585118581823,-3.221104719351094,-59,-61
16.93,0,1,3.540585118581823,-3.221104719351094,-59,-61
17.03,0,1,3.540585118581823,-3.221104719351094,-59,-61
17.13,0,1,3.540585118581823,-3.221104719351094,-59,-61
17.18,0,1,3.540585118581823,-3.221104719351094,-67,-61
17.28,0,1,3.540585118581823,-3.221104719351094,-67,-61
17.38,0,1,3.540585118581823,-3.221104719351094,-67,-61
17.51,0,1,3.921573875228579,-3.13646872617863,-69,-61
17.62,0,1,3.921573875228579,-3.13646872617863,-67,-61
17.72,0,1,3.921573875228579,-3.13646872617863,-67,-60
17.84,0,1,3.921573875228579,-3.13646872617863,-65,-60
17.96,0,1,3.921573875228579,-3.13646872617863,-63,-60
18.06,0,1,3.921573875228579,-3.13646872617863,-63,-61
18.16,0,1,3.921573875228579,-3.13646872617863,-63,-60
18.3,0,1,3.921573875228579,-3.13646872617863,-65,-60
18.41,0,1,3.921573875228579,-3.13646872617863,-70,-59
18.52,0,1,3.921573875228579,-3.13646872617863,-81,-59
18.64,0,1,3.921573875228579,-3.13646872617863,-74,-59
18.74,0,1,3.921573875228579,-3.13646872617863,-74,-59
18.86,0,1,3.921573875228579,-3.13646872617863,-68,-59
18.97,0,1,3.921573875228579,-3.13646872617863,-65,-60
19.09,0,1,3.921573875228579,-3.13646872617863,-65,-60
19.19,0,1,3.921573875228579,-3.13646872617863,-65,-60
19.31,0,1,3.921573875228579,-3.13646872617863,-64,-61
19.43,0,1,3.921573875228579,-3.13646872617863,-64,-62
19.54,0,1,3.921573875228579,-3.13646872617863,-63,-63
19.64,0,1,3.921573875228579,-3.13646872617863,-63,-62
19.76,0,1,3.921573875228579,-3.13646872617863,-65,-62
19.88,0,1,3.921573875228579,-3.13646872617863,-67,-63
19.99,0,1,3.921573875228579,-3.13646872617863,-72,-63
20.1,0,1,3.921573875228579,-3.13646872617863,-80,-65
20.22,0,1,3.921573875228579,-3.13646872617863,-71,-67
20.32,0,1,3.921573875228579,-3.13646872617863,-71,-71
20.44,0,1,3.921573875228579,-3.13646872617863,-62,-71
20.56,0,1,3.921573875228579,-3.13646872617863,-61,-68
